Country Name;Country Code;Indicator Name;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;
Algeria;DZA;GDP per capita (constant LCU);227610.995008297;193179.782892913;152785.748090125;201934.329536083;210047.080625587;219442.040314811;205053.41994923;219499.611269652;237779.520695021;252097.932097924;268375.187611695;232662.185999121;289702.788178852;293697.527881741;308061.072502762;311851.149873079;322112.954928197;326512.35538857;346519.294768312;361477.274589542;353206.469825199;352297.535397647;362685.835227991;369665.085154992;377385.101981767;378274.901586574;367345.891627564;353893.64946754;340861.075452734;346615.761352766;340782.46782653;328759.090315818;326989.367927378;313030.402842665;303743.059349309;309295.594788852;316348.99426365;314496.943886373;325580.828733004;331333.408038197;339134.919094536;344535.631198823;358954.99896663;379623.777513787;390414.559239987;407847.526071338;408846.237574428;415920.787467521;418686.168150321;417813.828556891;424883.94923922;428983.98406438;435033.630597584;438505.058942976;446248.800572794;453596.988849195;458872.991243855;455829.877744233;452602.827933795;448797.086914226;418593.304845895;425709.657951908;432236.481900799;
East Asia & Pacific (excluding high income);EAP;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Early-demographic dividend;EAR;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
East Asia & Pacific;EAS;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe & Central Asia (excluding high income);ECA;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europe & Central Asia;ECS;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ecuador;ECU;GDP per capita (constant LCU);1788.01715138373;1826.89120822089;1862.31099415695;1847.18168645545;1926.99370773311;1932.65797958575;1870.57825112846;1900.75313964293;1881.44679841591;1913.02054664662;1986.45607776139;2052.0350990341;2094.7431978854;2320.62172091929;2509.52573120172;2708.5831180393;2829.86478329554;2797.78650039665;2878.44000001037;2906.8609742644;2935.61037605805;3019.92468933633;2960.51352873169;2875.64679480934;2876.86095689683;2915.32216714999;2941.38984473919;2861.61692178409;2957.10961958268;2916.52668389456;2954.50464921127;3013.11663302072;3012.56397386822;3011.68570899634;3080.48863324325;3091.56729171696;3088.07044895378;3164.57738251051;3211.19933099956;3006.6727918991;2987.87384349448;3054.86737361606;3125.25560209169;3154.70126569184;3354.86334904936;3471.98818708364;3563.02360308089;3579.03224391806;3742.23409488317;3700.64423460292;3768.01992850369;3998.30368411879;4156.73723445211;4296.01063767201;4393.11870903072;4332.86623986734;4216.29049638418;4249.62142772953;4223.78363898881;4144.3896760445;3768.4389230635;3881.88318548588;3951.18287872896;
Egypt, Arab Rep.;EGY;GDP per capita (constant LCU);12974.6450080858;13293.5013605782;13451.3553132417;14479.3964553939;15725.8276923329;16074.7018358007;16461.4334367886;16186.7853908244;15544.7905093334;15984.5401207336;16497.9820527512;16793.6628565617;16937.733932359;17158.5998891346;17054.1438574007;18173.6713722554;20133.5464869451;21444.106220445;22734.5938675936;23179.8496477336;24849.9017509065;25992.1608823512;27830.2218400558;28466.667786675;30391.9913319213;31278.6189405249;31878.0410677158;32212.2337466481;33059.8056440589;33773.9069151631;34784.1966279181;34337.6029885915;35049.3665568332;35247.5622569198;35834.409262318;36685.0954766426;37693.8149080421;38916.1879080955;40214.1997773672;41756.6984576275;43505.8305946155;44127.039486311;44246.7782165335;44716.3513828501;45610.0554436304;46713.8760849459;48948.7275071741;51405.0161721274;54015.4494452499;55444.654303505;57128.3405602085;56867.0301837493;56833.0306599475;56745.699753263;57047.4870429831;58242.938986676;59519.7457195994;60786.7683669458;62823.0126652714;65131.9913478872;66285.4585486563;67340.6012745656;70659.4533027868;
Euro area;EMU;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eritrea;ERI;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8471.67367721363;9319.17741780007;10959.0062178703;10672.8025885167;11110.6398071087;11845.5292702224;11893.6090923142;11724.977667934;11183.8123098526;11821.8811930654;11768.4872639969;10998.4665277249;10714.9418053374;10724.5666609693;10442.2864470001;10424.5106227667;9155.58552375274;9269.61906528382;9280.89014708073;9898.2719005353;;;;;;;;;;;;
Spain;ESP;GDP per capita (constant LCU);5601.58997299504;6206.81302538227;6762.10370864074;7346.31518445581;7659.80048245212;8050.8817180729;8546.28746934684;8808.15653668067;9267.25283106428;9993.72047704531;10307.2557475365;10657.2826359136;11399.2632281108;12152.0735105289;12695.4010132208;12626.9605317986;12906.9978005309;13137.4725231445;13201.9418038265;13091.503853183;13273.6479647938;13162.164274441;13246.4559585776;13415.4164393484;13598.2547674215;13863.6014930473;14271.923292553;15024.5906824163;15756.5424755357;16491.2409326481;17097.420681569;17488.1522726158;17564.4207260976;17293.3387908142;17621.3773266391;18027.5425088832;18430.251383234;19032.6933190778;19786.7620152185;20591.6649901732;21575.2054384722;22268.6615743312;22555.9222272066;22812.2238157641;23122.1617778059;23565.1237579506;24120.7357588417;24531.8909673982;24357.8016728255;23234.4812600994;23165.4332833722;22895.2770953717;22203.4032200805;21963.6639132373;22336.9040200227;23212.3134819392;23897.2661210201;24550.7309258365;25001.8409003133;25315.521935506;22378.8734685502;23786.6521859784;24968.3852557456;
Estonia;EST;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6433.03095986869;6851.35709815102;7834.33569006849;8253.22979520343;8193.9860916501;8977.03769188645;9576.79659106054;10290.2526552362;11142.0501634178;11971.510770247;13187.2170655644;14560.6306754479;15735.8228660083;14968.3416972679;12803.271600544;13146.1642163766;14143.8544445357;14652.8015507721;14919.5051278569;15409.1446089712;15684.3942597234;16174.6160101536;17090.7525823906;17675.8748450238;18268.8955744903;18132.3761472168;19564.6584498682;19056.3728833664;
Ethiopia;ETH;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;6763.147728609;6569.3327106722;6920.3020900617;6557.25144141159;5669.84496461733;6042.26022437802;6655.45186629399;6439.58022837989;6182.37546084664;6127.80507394272;5455.76785789737;4783.91995939979;5233.54235949386;5222.9469967311;5363.96141374978;5840.36705143956;5837.89379110905;5466.13485959697;5576.84852105515;5743.07731574894;6040.75801839414;5955.01360533641;5659.43361024812;6245.5661732949;6788.1930255787;7313.97901395452;7922.70920409285;8531.79600224545;9026.1755113518;9876.42981996271;10671.8893768558;11271.505907596;12126.2353508082;13013.2142830576;13983.5699944848;14892.6714546162;15878.9816720187;16513.8932674167;17426.0894488509;17997.8129532588;18524.3937827105;19019.6590249156;
European Union;EUU;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fragile and conflict affected situations;FCS;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finland;FIN;GDP per capita (constant LCU);10297.5761083107;11002.7505347269;11254.058700606;11541.8781417459;12079.1355825674;12677.3413798266;12929.601073857;13138.6764554366;13381.0858515722;14673.2844861766;15437.9736305027;15781.9046062075;16901.8127848675;17979.8068228991;18464.804520726;18714.8226444569;18722.7485915207;18715.1648208804;19206.3678530668;20521.7149489264;21560.4656101483;21751.2048007027;22301.9461840469;22860.3519882565;23474.7284968279;24206.653086386;24793.0422674849;25606.6201106501;26864.3506363413;28129.2433623514;28192.5088304641;26388.4844447458;25376.0815169877;25086.4165755607;25968.4262016657;26960.3879564352;27857.5405209371;29534.022006543;31063.1730137472;32348.435012934;34145.0663989804;34956.5767824568;35467.2674180931;36091.7887425585;37423.7878937418;38332.6953986355;39723.76643194;41651.2880243235;41782.8587689349;38225.872099176;39263.6918106438;40077.7837495954;39330.0961530825;38796.3019482358;38495.2005964649;38577.2066988945;39547.9557724115;40714.8306147873;41124.2810067945;41582.1049165768;40544.5802663981;41743.6004978869;42297.069206383;
Fiji;FJI;GDP per capita (constant LCU);4401.00443235011;4416.31470832308;4434.77236745812;4570.47407863883;4647.77000048329;4389.2446122684;4267.78371168302;4717.56841874363;4976.85119263843;4997.6874771739;5518.4981949609;5785.01330520446;6105.48331228396;6700.45793943048;6764.85699846017;6688.42762467784;6744.88906320586;6991.94749177776;6955.99885953805;7617.07574766363;7312.11852316695;7586.10552548325;6960.44348867818;6524.56112633778;6903.28769690428;6431.83141996616;6788.47796091875;6237.62229039532;6218.21527323155;6608.71004692612;6922.79675935062;6698.10048519938;7088.37746025654;7217.9064062504;7570.62315140433;7745.75472769821;8073.81104228549;7817.34039961619;7827.75561553762;8418.59872580524;8185.15415448962;8261.42110017591;8439.80545740572;8440.63049774789;8801.96459188595;8780.21288730551;8860.22967263553;8710.24276706398;8740.50523512625;8574.87438746903;8791.3084738872;8997.45683130494;9097.35812938569;9503.07569190752;10012.4868296749;10444.4601508197;10686.2520368519;11250.3878643791;11679.5844366017;11618.4971711805;9618.22641784906;9107.31822993258;10869.6676049558;
France;FRA;GDP per capita (constant LCU);10067.1631083153;10453.84837436;11047.8746195034;11612.3184779296;12246.5198781048;12698.8921601706;13222.4696344369;13730.6784128394;14210.9960776921;15086.0506480615;15867.8994339894;16563.907517726;17162.296975137;18108.1213058628;18759.0834452708;18475.0878108654;19190.3935211136;19761.6743229702;20448.2631059115;21070.7736618111;21287.1791008821;21391.0029942726;21799.7420050158;21952.5699048818;22172.7864216209;22415.6979430236;22820.2081368123;23280.7020044934;24255.8526663404;25180.8428660858;25792.7995356544;25834.8795408662;26117.6676245889;25840.9673028022;26351.6861844284;26809.178135996;27091.1368469118;27625.4063702311;28510.8429265366;29334.4352528295;30276.7702060085;30652.9673382872;30775.9437108382;30809.6135099411;31449.4136182064;31733.6158008128;32286.1251072067;32865.7373666697;32766.3238266922;31661.9685385513;32120.5114978608;32666.7562574917;32610.8434010171;32629.8064450462;32787.9188866183;33035.1477796448;33309.0278739449;33973.5424628523;34483.3287590695;34999.1645248536;32272.3766387311;34251.2417452115;34985.1539423743;
Faroe Islands;FRO;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;284716.28348929;272363.666398232;270898.574674654;281083.371223081;300768.722102827;318201.908381181;335163.520066027;336002.54015077;336230.303030303;342988.254031455;347343.734667844;357498.887405429;345700.658208528;362321.08756074;380435.110190243;
Micronesia, Fed. Sts.;FSM;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;1844.08774627477;1817.00683935592;1821.30186236011;1850.28306954833;1884.32400636897;1987.51331813158;2017.62996510939;2117.32528529661;2051.56003086987;2165.93521136973;2088.35672699373;1955.63963899112;2006.45656427841;2031.6086749926;2126.5735079537;2168.03069282167;2179.03332380884;2216.99208443272;2155.78169026723;2209.67459888228;2220.67433658806;2195.20322828032;2158.65009567265;2199.15915748878;2254.69940885601;2320.14422497613;2269.5736935472;2178.470476664;2120.13868506017;2209.2534395498;2219.75164885149;2268.86625011319;2263.44057910916;2280.77914148987;2203.27190337716;2139.11306361652;2102.2388844119;
Gabon;GAB;GDP per capita (constant LCU);1228549.93668913;1393707.96258249;1479227.60796875;1549199.57490912;1598039.56930886;1706847.71293159;1757431.09952712;1801587.87975962;1817246.49178625;1927119.87075542;2050318.64341786;2214303.37792955;2415436.40623569;2606930.42399668;3559931.3627832;4150860.85009196;5502536.6236407;4697577.16104189;3481653.88205888;3411683.05669225;3410550.08036546;3491907.80214435;3295117.37735646;3387616.62906332;3544456.56952042;3368541.07360108;3250914.69136924;2620070.69665067;2875764.86129501;3036511.63878228;3108005.75731312;3209926.14300071;3028424.17214968;3065375.54932935;3097145.47823678;3169032.32777522;3202178.91458464;3302116.11578514;3332155.05020532;2958856.57151561;2829770.92184597;2815747.86275725;2735244.04932265;2722247.13036438;2666140.24317096;2660073.85660399;2509394.36032729;2579074.80419726;2415499.25217722;2340298.96355823;2421912.07231584;2503829.87802539;2543186.45177097;2594051.178882;2617067.49740067;2635942.64238357;2616656.75153844;2562679.91767182;2523089.78846831;2562657.15804234;2460930.97955878;2446632.67219393;2467391.22855448;
United Kingdom;GBR;GDP per capita (constant LCU);9762.46777099237;9947.88260984848;9972.60497464789;10380.7307157502;10884.1592962963;11046.120863582;11158.2020256732;11407.5222719298;11969.8078106633;12149.4953315868;12622.5737268305;13010.505092625;13526.8342858427;14381.4928097891;14015.3576809408;13809.8455513305;14215.2458707726;14569.4098882483;15181.1321216708;15736.1491114425;15398.0756830567;15271.4595700569;15581.6925067942;16233.9922171164;16576.1041529988;17224.4484853723;17725.9745331608;18642.2074907508;19667.133797907;20121.6272605477;20208.7702353074;19924.1325761542;19950.0205990226;20397.7809827519;21128.4228691776;21606.0907946927;22107.6014128298;23136.7188176529;23857.0465600293;24506.7024790676;25473.8988048634;26030.4007601666;26384.9278527802;27088.7184067846;27588.6143381737;28150.2749630529;28610.9388954098;29132.9066968494;28839.27582954;27301.0697814754;27694.3100655901;27793.3799892853;28018.3706915275;28330.1747109266;29021.0271003053;29431.2389360322;29770.1541707728;30353.6554423382;30593.818036813;30921.1209048038;27616.5287597423;30036.8374249317;31368.0986337525;
Georgia;GEO;GDP per capita (constant LCU);;;;;;4076.05163045696;4333.37230317392;4559.26708297968;4719.44074610989;4898.89023846286;5436.54757324207;5513.20524141244;5612.57883099898;5924.0251250442;6390.10082696577;6811.29662460568;7174.69678772108;7617.40384460557;8135.67361370716;8671.21864249921;8991.92340018354;9388.23613431013;9495.40954895659;9817.23308450981;10262.0064012808;10675.121421433;9715.72210861941;9759.37722441235;10200.0697236312;9441.3225307601;8047.29640566431;6304.80764697368;3447.1468554427;2418.4737635153;2200.56944928078;2344.23950162762;2703.14718328187;3084.8700652174;3260.33035104335;3423.5942193673;3554.99519147165;3784.07591920332;4027.18247888974;4502.84566074252;4793.35461151823;5286.49513935921;5817.44833645032;6583.47552095018;6763.21642822862;6574.45909848918;7035.33407091152;7614.0137713606;8162.48923597418;8483.10180900522;8855.72379797215;9109.39216315784;9368.5454479605;9820.91220932166;10300.5513143662;10832.329514771;10093.0844845538;11191.787570006;12342.0528811486;
Ghana;GHA;GDP per capita (constant LCU);2932.18492644878;2948.48666252452;2997.06323895868;3054.8311535304;3047.96356297666;3015.66998167795;2818.15423837276;2835.37501080198;2777.52331758799;2872.11709652132;3068.87065768665;3141.39538030919;2979.16911628417;2978.83641913722;3092.53894105432;2630.93514144383;2465.80786774696;2448.15419081029;2575.31349134614;2433.70891623808;2373.14906829576;2224.81724225741;2009.56578033999;1858.89625697707;1965.40143295624;2018.7269092359;2075.00770966588;2122.97529912744;2187.30095864297;2240.39982030829;2255.85123605375;2315.56605241364;2346.4407887721;2400.80742587871;2422.22466080632;2464.27898957238;2519.17164359356;2563.95737035829;2620.40247702502;2669.78080952126;2699.76064175733;2734.0557935037;2779.63389726127;2845.86770706543;2926.09013585226;3017.39314363089;3126.88160651912;3178.88829322364;3381.63501593988;3456.69270541717;3638.76493814067;4049.94802132845;4318.71681576388;4522.2481023754;4540.76222893751;4528.71409204945;4573.24183892951;4835.70376036049;5027.65931228963;5244.14920362702;5163.30348400568;5317.5745455849;5375.97869749166;
Gibraltar;GIB;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;2916843.82919148;2935764.74898355;3039292.10605345;3079067.20434226;3102013.17879904;3057221.46174559;3057192.90081738;3113911.9391913;3141235.23060509;3195232.43483464;3244488.06206858;3343118.94786126;3400031.06432307;3450907.04090828;3468520.77811991;3549115.51488168;3674945.16664549;3638346.92041521;3645044.61435778;3680741.58385771;3648481.03487173;3808855.24456583;3871901.14598634;3736159.09406373;3820901.46044175;3936831.22325155;4068840.27470615;4127340.24004494;4174950.74013764;4225574.23844387;4563103.12803176;4905719.42094582;5087123.43383409;5238233.93747827;5359616.44253573;5434176.29386429;5555162.87876496;
Gambia, The;GMB;GDP per capita (constant LCU);;;;;;;19786.655174;19240.9775861003;20491.3759744045;20396.5129904261;21035.5861260263;20419.7912870625;19876.2733104631;21078.0985855983;21663.8924448314;23633.5141334195;24608.6096513023;24672.5711375691;25410.9093456805;24273.3638972603;24954.2126551311;24941.1338460462;23931.3212833476;25625.5364377177;25591.0561834534;24459.1482117113;24514.0613984567;24166.0706364445;24277.7169707245;24708.8415505355;24582.8833854179;24342.6744473649;24191.3536062572;24042.1432172482;23328.9874133622;22847.460743627;22681.426192468;23107.5404593159;23225.2439003708;23998.3562465852;24595.4600188238;25284.842667777;23775.6800416233;24694.7145328002;25681.9535114516;24350.8378263132;23494.9243087395;23474.8217870533;24180.796268364;25001.9038729708;25670.5431082319;22864.2197124229;23329.4403628505;23278.4216815248;22278.2235330073;22522.6268933081;22325.4472843588;22773.3644467328;23784.3866619548;24620.1209462538;24139.2693847502;24540.4379912088;24978.268535162;
Guinea-Bissau;GNB;GDP per capita (constant LCU);;;;;;;;;;;252087.025891428;241071.648155344;255816.119976508;255545.294701784;258466.5893171;263507.196555671;260209.771103655;226808.094022406;241158.336984218;237803.37695564;197496.317570737;229649.207356114;235484.085461724;223892.6187021;240479.058349601;246636.2904516;240921.96490184;244093.974200998;251350.111443356;262463.646543295;274094.093889277;282187.412260931;277189.88575663;273943.639479504;274185.084300263;279176.40818029;305173.977997622;318904.267047933;225104.027376737;223189.732642394;230642.426487733;230717.841861649;223416.749761604;219567.773569475;220378.631471653;224333.611410489;223934.550534584;225425.854283689;226730.015096434;228419.488854083;232849.441622746;245137.117631448;234567.961484029;235780.332474747;231833.755404234;239781.259744013;248460.392128432;256829.04481585;254027.610359723;259328.849094398;247408.228132559;251215.122425598;254470.049749094;
Equatorial Guinea;GNQ;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;236642.582441621;238123.347536622;228882.372393829;225346.54550044;214113.535013059;228721.989914874;212765.559714153;212833.832771977;209971.242157433;199605.206638865;188880.073612015;180141.748802629;233924.493850407;250296.837973535;281334.700514082;318299.666512109;510352.467072796;1227295.82905362;1460789.32660457;1764798.53273672;1995022.40410992;3104061.94961558;3536857.48712066;3848910.30846633;5075722.84901768;5662889.63637036;5825095.1494227;6408154.8122182;7198560.56106158;6954749.80022727;6039892.22712339;6152511.64611196;6390131.49737441;5878278.51666598;5669146.57295533;4954568.50285789;4349970.66187156;3957007.47366433;3583274.24090817;3275755.60307553;3034750.78095973;2971228.31199915;3009087.5194339;
Greece;GRC;GDP per capita (constant LCU);4534.19117889753;5092.34081721352;5080.559058918;5661.30823002196;6171.5994105585;6804.25385771525;7192.89058727826;7539.04095628695;8029.72599080286;8925.58119653053;9667.950253878;10380.8965335437;11361.5166480136;12225.2882321886;11396.1587016858;12008.4808105109;12633.5321038512;12836.9701430277;13589.8933388788;13862.0251987326;13819.4828003719;13483.3292049315;13248.685302323;13029.763694715;13225.6885521445;13505.054105473;13530.1381639983;13180.3673681416;13695.6903284583;14142.1328395129;13993.3246652477;14254.9767067151;14245.5257258324;13935.3792368658;14143.0942795923;14372.7533581458;14719.1141316643;15303.4750398616;15811.6574502199;16235.1094594924;16802.6179995055;17406.1096845444;18022.7424784136;19021.6279727344;19934.928359206;19995.6437942886;21062.5317026791;21696.7211668074;21566.6732353353;20584.93302027;19432.2693639193;17485.8786198776;16334.7999381802;16039.7033855527;16223.71278063;16298.9344769738;16287.1300414598;16497.6070415491;16806.9211978665;17140.852161556;15577.3275547574;17089.3828647693;18285.2542539172;
Grenada;GRD;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;6716.5541969708;7113.5648815898;7556.95176665757;7548.55806459436;7633.45914715087;7840.25733378913;7989.08700938102;8154.48673502781;8559.78406120745;9146.76916228083;10008.0528782592;10379.4644783083;10841.4163901879;11296.5916958616;11371.4819864071;11131.6399445764;10792.5704442465;10868.8652179813;11005.8033826638;11408.0975907522;11900.4765559124;13217.6760828625;14047.0750681033;14650.1684786656;14286.6402312481;14737.4393658009;16056.6737171234;15839.678220534;17822.4826310157;16997.2591631528;17919.0888341911;17967.781255001;16665.286227693;16465.2443462324;16464.2614733984;16134.5676030092;16368.0362563598;17416.8446750076;18382.3331652379;18913.0253571845;19596.5134261212;20297.2799947471;20287.066914377;17363.3989147926;18039.1621860204;19060.0224358332;
Greenland;GRL;GDP per capita (constant LCU);;;;;;;;;;;88053.5692456897;97866.7571525424;101545.722792961;106907.549046939;111866.470735354;112362.402022177;118818.757895372;130086.554038462;138474.118075203;144033.781189516;154659.282653386;153246.031421569;145051.00787767;148337.53125144;139052.841220114;142782.480103383;152058.739446729;158666.665787431;165417.392124088;174838.198790235;153515.165580935;153617.27027027;146291.994575045;139188.22826087;146637.311711712;151287.17562724;153326.542039356;155300.976785714;167050.893048128;169352.661319073;181056.665480427;182866.260869565;180261.772862972;187730.115388003;200180.984343976;210076.402915606;222376.439919682;228489.081425161;243555.602897316;245686.486870373;247394.780774976;246231.323606961;250015.842281288;248198.573021971;260836.664002132;255059.343479346;266658.954187876;266866.05426191;269242.989486461;275873.721654068;275694.998846843;277842.303143699;;
Guatemala;GTM;GDP per capita (constant LCU);13501.9433645444;13674.8482736351;13748.790596729;14626.8350144751;14868.0257238253;15080.4812514555;15471.7002305128;15671.8473244331;16596.2998432706;16938.0800618409;17461.4745850608;17993.2908762277;18859.9524682992;19676.1200491733;20456.1829004221;20389.5786614944;21410.9868384013;22569.4131271747;23158.1411596211;23677.1906644395;23962.1563111635;23500.3803152682;22073.1053410473;20929.2236322936;20464.7570940967;19787.5165606845;19275.7731395531;19413.907353255;19618.8855683956;19837.378650567;19901.1458241138;20081.7661297731;20507.9969782236;20776.62351073;21083.0203610015;21590.170175602;21701.0301470768;22120.274885103;22682.7165956846;23003.7572634545;23260.8309524243;23238.3684038288;23582.3865418434;23664.4551004427;23893.6129545656;24169.0905642227;24951.7387365638;26013.9714151878;26357.7876134729;25989.9724218028;26252.9636169433;26853.0525912758;27164.6846537485;27677.7284549881;28412.2709866959;29078.9067217886;29366.603465193;29782.3314468487;30308.0302197046;31037.670201191;30021.7073242058;31947.7216026468;32787.8135217618;
Guam;GUM;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27982.9973610231;28087.0336934235;29798.0537060072;30803.381378094;29634.1278275391;29830.7265587541;30444.680528153;30605.1768137076;31236.1662775537;31120.0188350066;31642.1462570316;32049.5169226717;32528.9627140495;32712.6171284335;32700.5096646193;32940.7019916254;32665.7892552674;33524.2907296707;29598.5960019145;29683.2303235718;;
Guyana;GUY;GDP per capita (constant LCU);560043.897830382;569764.89564167;560596.740852434;479189.69874481;520827.478603113;563110.289846157;580934.034234916;595380.027982532;591990.526500721;624265.92225532;642210.274125466;654184.269313521;625393.592827641;626349.6786392;667430.701029279;716387.91386687;719711.560009714;693519.078118884;674586.099095899;657181.175805248;665402.243824019;674049.815528302;585177.013207395;546317.35405436;520425.744329626;535215.083897286;533268.068777423;541447.482552186;525062.54149911;502929.16797384;491274.06271583;523149.468213779;563052.269267837;607296.359555614;657040.826313528;688132.070710094;741021.247102131;785112.64825327;770413.872395424;791841.125625648;779974.921843196;796958.76384723;805440.464644631;800096.763051533;812752.562386248;797646.10317898;840046.145072241;902653.065810467;921384.339985414;958335.219059231;1002433.37629624;1059767.8137135;1116080.5735746;1151509.19161917;1165169.11524866;1167093.80144656;1205056.86436469;1243238.1441516;1261650.33341226;1307153.77594826;1879148.57213103;2235453.3556559;3633244.13954788;
High income;HIC;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hong Kong SAR, China;HKG;GDP per capita (constant LCU);;34369.1802657744;37651.5793295413;42112.6019468561;44653.5981281744;49864.3653242169;50311.8543210557;49842.8602127431;50453.3620848345;55286.8863065814;58926.7491790856;61875.5098509381;67142.0603356291;73289.5605431913;72724.4277947828;71709.4764210149;82260.9561752988;90589.2619499531;96311.9442956615;101727.691340244;109059.271987518;116393.48690049;117981.004843765;123147.368617987;134105.114952111;133676.7347238;146618.216703472;164597.4375056;177112.445802829;179278.428475959;185548.601980892;194508.866481224;204908.542367037;213909.167937638;221770.056665673;222582.966488524;221986.636624971;231373.183548303;215952.137170103;219261.030802997;233992.048012003;233576.545581818;236396.998858261;244103.375527426;263279.133190831;281498.121293959;299365.912703621;315991.353758512;320790.336025755;312228.803350161;330920.104780616;344528.112449799;346539.349100013;355854.100210339;363124.697420292;368644.274683527;374338.113022381;385573.770491803;393390.092048413;383961.826875691;360122.577195562;386831.689846353;376789.589033637;
Honduras;HND;GDP per capita (constant LCU);10846.441889006;10731.1872175139;11025.6083244736;11093.7629095104;11360.1172760498;12031.2823777338;12313.7701690386;12676.0137892213;13123.5363033372;12826.1877535971;12902.697939774;13021.5920761667;13359.5262009302;13981.92039623;13414.7748202716;13297.4554644389;14239.1378949471;15232.1403600337;15644.2605938314;16015.0218770886;15619.5148870166;14962.3187110215;14214.3817676205;13919.7476289241;14369.4039717789;14742.7843190032;15088.9366651106;15639.7647783461;15471.9639543971;15455.5203084208;15448.239447253;14522.6167511435;14978.4361509018;15510.1068777503;15113.7892464338;15607.7493552196;15464.1876835298;15734.11321278;15874.1891186499;15346.704562735;16022.0228415625;16022.3496792345;16192.776315587;16501.3140317092;17098.7458770727;17698.9490407507;18421.5126788204;19118.9887717299;19491.884311306;18614.6282931322;18912.4443419443;19247.1119758251;19654.5708339973;19823.8030983666;20055.8269716645;20452.557720933;20875.2792312023;21508.7564540895;21957.1319891554;22164.0114515472;19852.262891356;22000.2247443533;22540.9235818366;
Heavily indebted poor countries (HIPC);HPC;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Croatia;HRV;GDP per capita (constant LCU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6584.81738951158;7079.45366007362;7552.96847104785;7727.42743912309;7694.46121645806;8000.46200379513;8573.77008731417;9067.4733375151;9572.49293868637;9969.83583512273;10385.9071232162;10910.6157136804;11466.8373762228;11698.9000856845;10865.8905118094;10755.1871468678;10783.4334726439;10563.3493910196;10550.7786876986;10548.7542993523;10904.3456170118;11371.9328087253;11900.5550596529;12346.0077952235;12836.674355717;11784.763642235;13992.3956932027;14970.8202878334;
